order_date,year,month,product_code,product_type,revenue,products
2019-08-06,2019,August,Prod092,"Own Brand",3681,100
2019-08-01,2019,August,Prod096,"Own Brand",24319,5353
2019-08-09,2019,August,Prod098,"Own Brand",23625,184
2019-08-30,2019,August,Prod102,"Own Brand",371741,336
2019-08-07,2019,August,Prod103,"Own Brand",13876,11
2019-08-08,2019,August,Prod104,"Own Brand",25042,150
2019-08-22,2019,August,Prod106,"Own Brand",189741,177
2019-08-05,2019,August,Prod110,"Distribution",25491,21
2019-08-01,2019,August,Prod113,"Distribution",276502,847
2019-08-07,2019,August,Prod114,"Distribution",45915,153
2019-08-06,2019,August,Prod116,"Distribution",76923,251
2019-08-03,2019,August,Prod117,"Distribution",250333,1213
2019-08-13,2019,August,Prod118,"Distribution",1163,7
2019-08-01,2019,August,Prod119,"Distribution",14888,96
2019-08-20,2019,August,Prod120,"Distribution",2914,19
2019-08-19,2019,August,Prod121,"Distribution",355652,1536
2019-08-20,2019,August,Prod122,"Own Brand",32583,140
2019-08-09,2019,August,Prod123,"Own Brand",202281,498
2019-08-19,2019,August,Prod126,"Own Brand",49023,159
2019-08-29,2019,August,Prod127,"Own Brand",64972,238
2019-08-13,2019,August,Prod128,"Distribution",45932,67
2019-08-02,2019,August,Prod129,"Distribution",361422,1023
2019-08-21,2019,August,Prod131,"Distribution",517317,941
2019-08-08,2019,August,Prod132,"Distribution",115500,264
2019-08-13,2019,August,Prod133,"Own Brand",28085,29
2019-08-03,2019,August,Prod134,"Own Brand",59042,177
2019-08-02,2019,August,Prod135,"Own Brand",27976,136
2019-08-30,2019,August,Prod137,"Own Brand",28541,101
2019-08-12,2019,August,Prod138,"Own Brand",569,3
2019-08-05,2019,August,Prod139,"Own Brand",1556,22
2019-08-08,2019,August,Prod140,"Own Brand",8200,45
2019-08-01,2019,August,Prod145,"Distribution",13444,12
2019-08-02,2019,August,Prod149,"Own Brand",8182,13
2019-08-01,2019,August,Prod150,"Own Brand",101195,288
2019-08-16,2019,August,Prod152,"Own Brand",3508,7
2019-08-05,2019,August,Prod153,"Own Brand",75574,247
2019-08-05,2019,August,Prod155,"Own Brand",38500,126
2019-08-02,2019,August,Prod159,"Distribution",416801,386
2019-08-05,2019,August,Prod160,"Distribution",113115,101
2019-08-01,2019,August,Prod161,"Distribution",10342,11
2019-08-23,2019,August,Prod162,"Distribution",27111,86
2019-08-16,2019,August,Prod163,"Own Brand",644444,4000
2019-08-02,2019,August,Prod165,"Own Brand",185605,250
2019-08-08,2019,August,Prod166,"Own Brand",54961,97
2019-08-09,2019,August,Prod167,"Own Brand",616213,599
2019-08-13,2019,August,Prod168,"Own Brand",447509,443
2019-08-23,2019,August,Prod170,"Own Brand",10847,35
2019-08-12,2019,August,Prod176,"Distribution",17666,20
2019-08-07,2019,August,Prod184,"Own Brand",9134,117
2019-08-05,2019,August,Prod190,"Distribution",16625,67
2019-08-16,2019,August,Prod199,"Own Brand",8287,28
2019-08-02,2019,August,Prod205,"Distribution",5006,5
2019-08-02,2019,August,Prod206,"Distribution",182250,157
2019-08-05,2019,August,Prod207,"Distribution",8079,9
2019-08-02,2019,August,Prod208,"Own Brand",1569,8
2019-08-09,2019,August,Prod209,"Own Brand",226730,554
2019-08-05,2019,August,Prod210,"Own Brand",179956,190
2019-08-13,2019,August,Prod212,"Own Brand",259231,265
2019-08-02,2019,August,Prod213,"Own Brand",95907,328
2019-08-02,2019,August,Prod214,"Own Brand",133642,106
2019-08-08,2019,August,Prod215,"Own Brand",207851,162
2019-08-16,2019,August,Prod216,"Own Brand",163519,347
2019-08-02,2019,August,Prod218,"Distribution",4800,26
2019-08-05,2019,August,Prod219,"Distribution",649,3
2019-08-02,2019,August,Prod220,"Distribution",106991,135
2019-08-02,2019,August,Prod221,"Distribution",117260,295
2019-08-27,2019,August,Prod223,"Own Brand",3653,24
2019-08-01,2019,August,Prod224,"Own Brand",18200,129
2019-08-20,2019,August,Prod231,"Own Brand",3004,18
2019-08-27,2019,August,Prod232,"Own Brand",76509,1179
2019-08-13,2019,August,Prod236,"Distribution",97587,1660
2019-08-23,2019,August,Prod237,"Distribution",540461,8325
2019-08-27,2019,August,Prod238,"Own Brand",14666,244
2019-08-08,2019,August,Prod241,"Own Brand",66643,919
2019-08-27,2019,August,Prod242,"Own Brand",5889,49
2019-08-05,2019,August,Prod243,"Own Brand",421409,3400
2019-08-13,2019,August,Prod244,"Own Brand",141442,1060
2019-08-08,2019,August,Prod246,"Own Brand",2657,33
2019-08-08,2019,August,Prod249,"Distribution",12266,131
2019-08-06,2019,August,Prod250,"Distribution",30221,370
2019-08-20,2019,August,Prod251,"Distribution",27572,407
2019-08-02,2019,August,Prod252,"Distribution",201374,1127
2019-08-16,2019,August,Prod253,"Own Brand",6843,149
2019-08-22,2019,August,Prod254,"Own Brand",34921,250
2019-08-29,2019,August,Prod255,"Own Brand",24858,159
2019-08-01,2019,August,Prod257,"Own Brand",14435,160
2019-08-09,2019,August,Prod258,"Own Brand",22083,162
2019-08-23,2019,August,Prod260,"Own Brand",93431,1214
2019-08-09,2019,August,Prod261,"Own Brand",186781,407
2019-08-02,2019,August,Prod263,"Distribution",13073,91
2019-08-22,2019,August,Prod264,"Distribution",5468,41
2019-08-29,2019,August,Prod265,"Distribution",7027,22
2019-08-08,2019,August,Prod267,"Distribution",102502,144
2019-08-09,2019,August,Prod268,"Own Brand",4829,6
2019-08-09,2019,August,Prod269,"Own Brand",16832,56
2019-08-05,2019,August,Prod270,"Own Brand",9377,44
2019-08-08,2019,August,Prod271,"Own Brand",66950,181
2019-08-01,2019,August,Prod272,"Own Brand",8241,21
2019-08-09,2019,August,Prod273,"Own Brand",2661,14
2019-08-02,2019,August,Prod274,"Own Brand",3598,12
2019-08-02,2019,August,Prod275,"Own Brand",16331,39
2019-08-05,2019,August,Prod276,"Own Brand",21068,25
2019-08-05,2019,August,Prod278,"Distribution",11587,38
2019-08-02,2019,August,Prod279,"Distribution",22770,61
2019-12-06,2019,December,Prod005,"Own Brand",5347,6
2019-12-20,2019,December,Prod011,"Own Brand",16440,8
2019-12-02,2019,December,Prod018,"Own Brand",667460,311
2019-12-13,2019,December,Prod024,"Distribution",272079,101
2019-12-06,2019,December,Prod025,"Distribution",4760,2
2019-12-05,2019,December,Prod030,"Distribution",639,2
2019-12-03,2019,December,Prod040,"Own Brand",1112347,639
2019-12-17,2019,December,Prod041,"Own Brand",83396,73
2019-12-19,2019,December,Prod042,"Own Brand",26759,17
2019-12-02,2019,December,Prod043,"Own Brand",394,1
2019-12-12,2019,December,Prod044,"Own Brand",243546,123
2019-12-18,2019,December,Prod045,"Own Brand",3759,2
2019-12-02,2019,December,Prod046,"Own Brand",34648,33
2019-12-18,2019,December,Prod047,"Own Brand",328874,300
2019-12-16,2019,December,Prod048,"Own Brand",57791,36
2019-12-09,2019,December,Prod049,"Own Brand",2810,4
2019-12-11,2019,December,Prod051,"Own Brand",477,2
2019-12-19,2019,December,Prod052,"Own Brand",259,1
2019-12-05,2019,December,Prod053,"Own Brand",6102,28
2019-12-04,2019,December,Prod054,"Own Brand",324995,1309
2019-12-05,2019,December,Prod056,"Own Brand",66897,230
2019-12-06,2019,December,Prod057,"Own Brand",2388,4
2019-12-03,2019,December,Prod058,"Own Brand",269199,454
2019-12-03,2019,December,Prod059,"Own Brand",53693,83
2019-12-23,2019,December,Prod060,"Own Brand",685,1
2019-12-03,2019,December,Prod061,"Own Brand",712072,1604
2019-12-03,2019,December,Prod065,"Own Brand",357342,1397
2019-12-19,2019,December,Prod088,"Own Brand",6579,204
2019-12-02,2019,December,Prod089,"Own Brand",30816,580
2019-12-17,2019,December,Prod090,"Own Brand",298842,6017
2019-12-18,2019,December,Prod091,"Own Brand",45450,852
2019-12-03,2019,December,Prod098,"Own Brand",71694,590
2019-12-18,2019,December,Prod102,"Own Brand",320799,306
2019-12-02,2019,December,Prod103,"Own Brand",7322,10
2019-12-20,2019,December,Prod106,"Own Brand",177113,134
2019-12-20,2019,December,Prod110,"Distribution",34899,23
2019-12-11,2019,December,Prod113,"Distribution",227564,701
2019-12-20,2019,December,Prod114,"Distribution",41986,135
2019-12-10,2019,December,Prod116,"Distribution",61581,192
2019-12-10,2019,December,Prod117,"Distribution",219833,877
2019-12-17,2019,December,Prod118,"Distribution",890,6
2019-12-02,2019,December,Prod119,"Distribution",13027,84
2019-12-05,2019,December,Prod121,"Distribution",418260,1511
2019-12-17,2019,December,Prod122,"Own Brand",30514,141
2019-12-11,2019,December,Prod123,"Own Brand",8231,28
2019-12-17,2019,December,Prod124,"Own Brand",259307,636
2019-12-05,2019,December,Prod127,"Own Brand",63291,225
2019-12-20,2019,December,Prod128,"Distribution",32945,44
2019-12-02,2019,December,Prod129,"Distribution",343520,856
2019-12-04,2019,December,Prod131,"Distribution",584966,1017
2019-12-12,2019,December,Prod132,"Distribution",63000,144
2019-12-06,2019,December,Prod133,"Own Brand",19094,23
2019-12-27,2019,December,Prod134,"Own Brand",77134,195
2019-12-09,2019,December,Prod135,"Own Brand",8468,43
2019-12-18,2019,December,Prod137,"Own Brand",7884,23
2019-12-10,2019,December,Prod146,"Distribution",175546,140
2019-12-02,2019,December,Prod149,"Own Brand",11823,12
2019-12-04,2019,December,Prod150,"Own Brand",101200,288
2019-12-13,2019,December,Prod152,"Own Brand",1578,6
2019-12-13,2019,December,Prod159,"Distribution",458433,469
2019-12-13,2019,December,Prod160,"Distribution",78917,70
2019-12-04,2019,December,Prod161,"Distribution",43111,41
2019-12-17,2019,December,Prod165,"Own Brand",159061,232
2019-12-13,2019,December,Prod166,"Own Brand",31254,54
2019-12-04,2019,December,Prod167,"Own Brand",41760,36
2019-12-05,2019,December,Prod168,"Own Brand",9763,12
2019-12-06,2019,December,Prod170,"Own Brand",51,1
2019-12-06,2019,December,Prod205,"Distribution",3758,3
2019-12-13,2019,December,Prod206,"Distribution",184532,158
2019-12-20,2019,December,Prod207,"Distribution",565,1
2019-12-06,2019,December,Prod208,"Own Brand",5333,25
2019-12-06,2019,December,Prod209,"Own Brand",198482,487
2019-12-13,2019,December,Prod210,"Own Brand",106221,118
2019-12-11,2019,December,Prod212,"Own Brand",174912,181
2019-12-13,2019,December,Prod213,"Own Brand",49328,173
2019-12-06,2019,December,Prod214,"Own Brand",136995,109
2019-12-06,2019,December,Prod215,"Own Brand",205490,159
2019-12-06,2019,December,Prod216,"Own Brand",73004,171
2019-12-06,2019,December,Prod218,"Distribution",4051,22
2019-12-13,2019,December,Prod219,"Distribution",518,2
2019-12-06,2019,December,Prod220,"Distribution",106754,135
2019-12-10,2019,December,Prod221,"Distribution",40573,105
2019-12-23,2019,December,Prod223,"Own Brand",10510,116
2019-12-03,2019,December,Prod224,"Own Brand",769,6
2019-12-04,2019,December,Prod227,"Own Brand",159397,410
2019-12-30,2019,December,Prod228,"Own Brand",4009,7
2019-12-03,2019,December,Prod231,"Own Brand",6222,50
2019-12-03,2019,December,Prod232,"Own Brand",26074,306
2019-12-03,2019,December,Prod236,"Distribution",66666,687
2019-12-06,2019,December,Prod237,"Distribution",459280,7152
2019-12-03,2019,December,Prod238,"Own Brand",5512,92
2019-12-10,2019,December,Prod241,"Own Brand",38212,543
2019-12-17,2019,December,Prod242,"Own Brand",2199,16
2019-12-02,2019,December,Prod243,"Own Brand",357822,2880
2019-12-06,2019,December,Prod244,"Own Brand",122887,913
2019-12-03,2019,December,Prod249,"Distribution",10914,113
2019-12-10,2019,December,Prod250,"Distribution",14550,165
2019-12-04,2019,December,Prod251,"Distribution",36013,375
2019-12-13,2019,December,Prod252,"Distribution",200538,1203
2019-12-19,2019,December,Prod253,"Own Brand",1468,32
2019-12-04,2019,December,Prod254,"Own Brand",30818,234
2019-12-05,2019,December,Prod255,"Own Brand",20207,128
2019-12-12,2019,December,Prod260,"Own Brand",45685,467
2019-12-16,2019,December,Prod261,"Own Brand",190056,373
2019-12-02,2019,December,Prod263,"Distribution",3746,25
2019-12-06,2019,December,Prod264,"Distribution",8579,53
2019-12-02,2019,December,Prod265,"Distribution",13192,33
2019-12-18,2019,December,Prod266,"Distribution",318023,200
2019-12-02,2019,December,Prod267,"Distribution",71614,105
2019-12-06,2019,December,Prod268,"Own Brand",4829,6
2019-12-27,2019,December,Prod269,"Own Brand",6498,30
2019-12-17,2019,December,Prod270,"Own Brand",11257,36
2019-12-03,2019,December,Prod271,"Own Brand",56886,165
2019-12-30,2019,December,Prod272,"Own Brand",8787,22
2019-12-02,2019,December,Prod273,"Own Brand",60,1
2019-12-06,2019,December,Prod274,"Own Brand",2408,6
2019-12-04,2019,December,Prod275,"Own Brand",18570,32
2019-12-10,2019,December,Prod276,"Own Brand",23428,33
2019-12-06,2019,December,Prod278,"Distribution",15400,42
2019-12-04,2019,December,Prod279,"Distribution",14373,40
2019-02-01,2019,February,Prod005,"Own Brand",1416,4
2019-02-04,2019,February,Prod010,"Own Brand",898,2
2019-02-22,2019,February,Prod011,"Own Brand",5936,5
2019-02-06,2019,February,Prod016,"Own Brand",106560,112
2019-02-05,2019,February,Prod018,"Own Brand",816919,379
2019-02-25,2019,February,Prod024,"Distribution",31954,13
2019-02-15,2019,February,Prod025,"Distribution",3843,2
2019-02-06,2019,February,Prod030,"Distribution",106856,112
2019-02-20,2019,February,Prod040,"Own Brand",408187,235
2019-02-05,2019,February,Prod042,"Own Brand",31944,22
2019-02-13,2019,February,Prod043,"Own Brand",72570,70
2019-02-07,2019,February,Prod044,"Own Brand",100463,160
2019-02-13,2019,February,Prod045,"Own Brand",9394,5
2019-02-20,2019,February,Prod046,"Own Brand",29451,21
2019-02-25,2019,February,Prod048,"Own Brand",1028,2
2019-02-06,2019,February,Prod049,"Own Brand",102066,108
2019-02-27,2019,February,Prod051,"Own Brand",94760,90
2019-02-04,2019,February,Prod052,"Own Brand",577256,328
2019-02-14,2019,February,Prod053,"Own Brand",447470,1886
2019-02-13,2019,February,Prod056,"Own Brand",159965,490
2019-02-04,2019,February,Prod057,"Own Brand",400520,673
2019-02-04,2019,February,Prod060,"Own Brand",452553,1008
2019-02-13,2019,February,Prod062,"Own Brand",61243,132
2019-02-06,2019,February,Prod065,"Own Brand",428500,1615
2019-02-19,2019,February,Prod077,"Distribution",552394,745
2019-02-11,2019,February,Prod088,"Own Brand",5157,160
2019-02-15,2019,February,Prod089,"Own Brand",9324,100
2019-02-14,2019,February,Prod090,"Own Brand",318378,6445
2019-02-21,2019,February,Prod091,"Own Brand",13338,208
2019-02-12,2019,February,Prod093,"Own Brand",3250,35
2019-02-04,2019,February,Prod098,"Own Brand",35693,279
2019-02-01,2019,February,Prod100,"Own Brand",16704,49
2019-02-15,2019,February,Prod102,"Own Brand",188883,215
2019-02-11,2019,February,Prod103,"Own Brand",24538,19
2019-02-18,2019,February,Prod106,"Own Brand",323047,313
2019-02-18,2019,February,Prod110,"Distribution",61416,40
2019-02-01,2019,February,Prod113,"Distribution",223844,687
2019-02-12,2019,February,Prod114,"Distribution",26379,103
2019-02-14,2019,February,Prod116,"Distribution",62989,207
2019-02-01,2019,February,Prod117,"Distribution",136524,746
2019-02-06,2019,February,Prod118,"Distribution",1882,10
2019-02-13,2019,February,Prod119,"Distribution",1861,12
2019-02-12,2019,February,Prod120,"Distribution",174422,763
2019-02-13,2019,February,Prod122,"Own Brand",55715,263
2019-02-18,2019,February,Prod123,"Own Brand",216033,542
2019-02-04,2019,February,Prod126,"Own Brand",117964,416
2019-02-01,2019,February,Prod128,"Distribution",25140,37
2019-02-15,2019,February,Prod129,"Distribution",280167,601
2019-02-01,2019,February,Prod131,"Distribution",338995,677
2019-02-05,2019,February,Prod133,"Own Brand",180099,256
2019-02-01,2019,February,Prod134,"Own Brand",59493,177
2019-02-21,2019,February,Prod135,"Own Brand",14011,80
2019-02-04,2019,February,Prod137,"Own Brand",3224,23
2019-02-20,2019,February,Prod139,"Own Brand",357,6
2019-02-04,2019,February,Prod140,"Own Brand",28596,167
2019-02-28,2019,February,Prod145,"Distribution",46291,34
2019-02-01,2019,February,Prod149,"Own Brand",7341,13
2019-02-07,2019,February,Prod150,"Own Brand",101194,288
2019-02-08,2019,February,Prod152,"Own Brand",8412,12
2019-02-06,2019,February,Prod159,"Distribution",422063,443
2019-02-13,2019,February,Prod160,"Distribution",65764,58
2019-02-22,2019,February,Prod161,"Distribution",5647,12
2019-02-21,2019,February,Prod162,"Distribution",144,2
2019-02-05,2019,February,Prod166,"Own Brand",169248,213
2019-02-01,2019,February,Prod167,"Own Brand",12986,17
2019-02-08,2019,February,Prod170,"Own Brand",93,1
2019-02-28,2019,February,Prod176,"Distribution",27041,31
2019-02-18,2019,February,Prod181,"Own Brand",130,1
2019-02-04,2019,February,Prod192,"Distribution",97,1
2019-02-27,2019,February,Prod199,"Own Brand",17504,57
2019-02-01,2019,February,Prod205,"Distribution",3588,5
2019-02-01,2019,February,Prod206,"Distribution",186954,163
2019-02-08,2019,February,Prod207,"Distribution",4014,10
2019-02-01,2019,February,Prod208,"Own Brand",2653,13
2019-02-01,2019,February,Prod209,"Own Brand",113374,279
2019-02-15,2019,February,Prod210,"Own Brand",168026,173
2019-02-08,2019,February,Prod212,"Own Brand",176203,178
2019-02-07,2019,February,Prod213,"Own Brand",47283,161
2019-02-08,2019,February,Prod214,"Own Brand",130124,101
2019-02-08,2019,February,Prod215,"Own Brand",205684,160
2019-02-04,2019,February,Prod216,"Own Brand",107226,224
2019-02-01,2019,February,Prod218,"Distribution",4051,21
2019-02-07,2019,February,Prod219,"Distribution",1082,7
2019-02-05,2019,February,Prod220,"Distribution",2191,6
2019-02-08,2019,February,Prod221,"Distribution",81403,212
2019-02-20,2019,February,Prod225,"Own Brand",655101,639
2019-02-21,2019,February,Prod226,"Own Brand",117026,167
2019-02-18,2019,February,Prod229,"Own Brand",422906,970
2019-02-13,2019,February,Prod231,"Own Brand",2700,19
2019-02-13,2019,February,Prod232,"Own Brand",119284,1400
2019-02-18,2019,February,Prod235,"Distribution",746,6
2019-02-12,2019,February,Prod236,"Distribution",141718,1768
2019-02-06,2019,February,Prod238,"Own Brand",16079,260
2019-02-01,2019,February,Prod239,"Own Brand",513705,7908
2019-02-01,2019,February,Prod241,"Own Brand",100067,1308
2019-02-12,2019,February,Prod242,"Own Brand",819,7
2019-02-04,2019,February,Prod245,"Own Brand",354108,2788
2019-02-01,2019,February,Prod246,"Own Brand",134493,963
2019-02-01,2019,February,Prod249,"Distribution",1427,11
2019-02-19,2019,February,Prod250,"Distribution",22015,247
2019-02-18,2019,February,Prod251,"Distribution",27674,290
2019-02-01,2019,February,Prod252,"Distribution",203536,1207
2019-02-14,2019,February,Prod254,"Own Brand",15631,114
2019-02-06,2019,February,Prod255,"Own Brand",12816,83
2019-02-15,2019,February,Prod257,"Own Brand",7222,80
2019-02-11,2019,February,Prod258,"Own Brand",22564,166
2019-02-01,2019,February,Prod260,"Own Brand",39445,460
2019-02-01,2019,February,Prod261,"Own Brand",103475,266
2019-02-06,2019,February,Prod263,"Distribution",6831,49
2019-02-07,2019,February,Prod264,"Distribution",6972,55
2019-02-01,2019,February,Prod265,"Distribution",22432,58
2019-02-20,2019,February,Prod267,"Distribution",102299,171
2019-02-07,2019,February,Prod268,"Own Brand",10805,15
2019-02-11,2019,February,Prod269,"Own Brand",11831,56
2019-02-05,2019,February,Prod270,"Own Brand",11988,56
2019-02-12,2019,February,Prod271,"Own Brand",58970,165
2019-02-14,2019,February,Prod272,"Own Brand",5948,16
2019-02-08,2019,February,Prod273,"Own Brand",3762,27
2019-02-08,2019,February,Prod274,"Own Brand",5223,24
2019-02-01,2019,February,Prod275,"Own Brand",15201,48
2019-02-13,2019,February,Prod276,"Own Brand",11246,50
2019-02-08,2019,February,Prod278,"Distribution",20009,60
2019-02-12,2019,February,Prod279,"Distribution",20893,65
2019-01-25,2019,January,Prod005,"Own Brand",315,1
2019-01-25,2019,January,Prod010,"Own Brand",449,1
2019-01-28,2019,January,Prod011,"Own Brand",514,1
2019-01-11,2019,January,Prod018,"Own Brand",980320,445
2019-01-15,2019,January,Prod024,"Distribution",163667,164
2019-01-08,2019,January,Prod025,"Distribution",51148,20
2019-01-03,2019,January,Prod030,"Distribution",185,1
2019-01-14,2019,January,Prod040,"Own Brand",360466,231
2019-01-02,2019,January,Prod042,"Own Brand",30891,25
2019-01-03,2019,January,Prod043,"Own Brand",135211,134
2019-01-18,2019,January,Prod044,"Own Brand",2620,3
2019-01-14,2019,January,Prod045,"Own Brand",74038,49
2019-01-14,2019,January,Prod046,"Own Brand",1987,4
2019-01-07,2019,January,Prod048,"Own Brand",3084,6
2019-01-10,2019,January,Prod049,"Own Brand",281753,328
2019-01-02,2019,January,Prod051,"Own Brand",47892,67
2019-01-08,2019,January,Prod052,"Own Brand",201773,115
2019-01-03,2019,January,Prod053,"Own Brand",571181,2403
2019-01-14,2019,January,Prod056,"Own Brand",84589,293
2019-01-03,2019,January,Prod057,"Own Brand",279959,501
2019-01-01,2019,January,Prod060,"Own Brand",589925,1499
2019-01-30,2019,January,Prod062,"Own Brand",84920,216
2019-01-10,2019,January,Prod065,"Own Brand",391207,1672
2019-01-04,2019,January,Prod077,"Distribution",460329,621
2019-01-18,2019,January,Prod088,"Own Brand",10741,333
2019-01-11,2019,January,Prod089,"Own Brand",3074,23
2019-01-08,2019,January,Prod090,"Own Brand",674202,13516
2019-01-09,2019,January,Prod091,"Own Brand",12611,217
2019-01-28,2019,January,Prod092,"Own Brand",28681,1100
2019-01-10,2019,January,Prod093,"Own Brand",2172,26
2019-01-07,2019,January,Prod098,"Own Brand",79499,628
2019-01-02,2019,January,Prod100,"Own Brand",71206,224
2019-01-08,2019,January,Prod102,"Own Brand",371182,368
2019-01-02,2019,January,Prod103,"Own Brand",38763,38
2019-01-04,2019,January,Prod104,"Own Brand",4630,33
2019-01-16,2019,January,Prod106,"Own Brand",215950,222
2019-01-18,2019,January,Prod110,"Distribution",6856,5
2019-01-04,2019,January,Prod113,"Distribution",221995,682
2019-01-30,2019,January,Prod114,"Distribution",45166,153
2019-01-30,2019,January,Prod116,"Distribution",63454,201
2019-01-25,2019,January,Prod117,"Distribution",311513,1417
2019-01-07,2019,January,Prod118,"Distribution",4173,17
2019-01-07,2019,January,Prod119,"Distribution",15499,99
2019-01-04,2019,January,Prod120,"Distribution",91260,298
2019-01-09,2019,January,Prod122,"Own Brand",27095,145
2019-01-09,2019,January,Prod123,"Own Brand",223351,587
2019-01-16,2019,January,Prod126,"Own Brand",68307,260
2019-01-08,2019,January,Prod128,"Distribution",20613,32
2019-01-17,2019,January,Prod129,"Distribution",381076,1014
2019-01-03,2019,January,Prod131,"Distribution",200211,273
2019-01-04,2019,January,Prod133,"Own Brand",215056,297
2019-01-10,2019,January,Prod134,"Own Brand",59972,183
2019-01-18,2019,January,Prod135,"Own Brand",14713,84
2019-01-18,2019,January,Prod137,"Own Brand",27798,109
2019-01-28,2019,January,Prod138,"Own Brand",866,4
2019-01-08,2019,January,Prod139,"Own Brand",450,6
2019-01-18,2019,January,Prod140,"Own Brand",4549,34
2019-01-02,2019,January,Prod148,"Own Brand",2518,5
2019-01-14,2019,January,Prod149,"Own Brand",2129,5
2019-01-04,2019,January,Prod150,"Own Brand",101195,288
2019-01-25,2019,January,Prod152,"Own Brand",3801,8
2019-01-10,2019,January,Prod157,"Own Brand",18472,33
2019-01-04,2019,January,Prod158,"Distribution",25833,41
2019-01-09,2019,January,Prod159,"Distribution",369756,394
2019-01-14,2019,January,Prod160,"Distribution",73278,65
2019-01-03,2019,January,Prod161,"Distribution",58811,53
2019-01-14,2019,January,Prod162,"Distribution",5588,29
2019-01-04,2019,January,Prod164,"Own Brand",15394,58
2019-01-14,2019,January,Prod166,"Own Brand",438895,555
2019-01-02,2019,January,Prod167,"Own Brand",103660,89
2019-01-31,2019,January,Prod176,"Distribution",8833,10
2019-01-07,2019,January,Prod184,"Own Brand",97,1
2019-01-07,2019,January,Prod185,"Own Brand",9644,14
2019-01-22,2019,January,Prod199,"Own Brand",20959,71
2019-01-04,2019,January,Prod204,"Distribution",16944,20
2019-01-11,2019,January,Prod205,"Distribution",4347,7
2019-01-11,2019,January,Prod206,"Distribution",95370,83
2019-01-18,2019,January,Prod207,"Distribution",3727,5
2019-01-18,2019,January,Prod208,"Own Brand",2750,12
2019-01-04,2019,January,Prod209,"Own Brand",150860,371
2019-01-11,2019,January,Prod210,"Own Brand",87333,93
2019-01-08,2019,January,Prod212,"Own Brand",174458,180
2019-01-28,2019,January,Prod213,"Own Brand",48129,165
2019-01-15,2019,January,Prod214,"Own Brand",134250,106
2019-01-25,2019,January,Prod215,"Own Brand",105199,83
2019-01-08,2019,January,Prod216,"Own Brand",112185,240
2019-01-18,2019,January,Prod218,"Distribution",8598,45
2019-01-08,2019,January,Prod220,"Distribution",107467,137
2019-01-08,2019,January,Prod221,"Distribution",38918,101
2019-01-25,2019,January,Prod229,"Own Brand",655558,1534
2019-01-16,2019,January,Prod232,"Own Brand",79987,931
2019-01-16,2019,January,Prod236,"Distribution",118292,1398
2019-01-11,2019,January,Prod238,"Own Brand",34920,557
2019-01-10,2019,January,Prod239,"Own Brand",563254,9211
2019-01-22,2019,January,Prod241,"Own Brand",97138,1365
2019-01-15,2019,January,Prod242,"Own Brand",13693,125
2019-01-02,2019,January,Prod245,"Own Brand",423460,3420
2019-01-15,2019,January,Prod246,"Own Brand",164330,1186
2019-01-08,2019,January,Prod249,"Distribution",13491,138
2019-01-11,2019,January,Prod250,"Distribution",36396,439
2019-01-02,2019,January,Prod251,"Distribution",52516,680
2019-01-11,2019,January,Prod252,"Distribution",315293,1734
2019-01-31,2019,January,Prod254,"Own Brand",53343,438
2019-01-10,2019,January,Prod255,"Own Brand",27556,167
2019-01-21,2019,January,Prod258,"Own Brand",82837,642
2019-01-07,2019,January,Prod259,"Own Brand",1273,11
2019-01-14,2019,January,Prod260,"Own Brand",158636,2288
2019-01-03,2019,January,Prod261,"Own Brand",112204,257
2019-01-14,2019,January,Prod263,"Distribution",5949,52
2019-01-02,2019,January,Prod264,"Distribution",6678,54
2019-01-02,2019,January,Prod265,"Distribution",15080,45
2019-01-03,2019,January,Prod267,"Distribution",80668,132
2019-01-15,2019,January,Prod268,"Own Brand",11324,18
2019-01-03,2019,January,Prod269,"Own Brand",20569,75
2019-01-03,2019,January,Prod270,"Own Brand",15253,63
2019-01-10,2019,January,Prod271,"Own Brand",76848,242
2019-01-15,2019,January,Prod272,"Own Brand",1638,6
2019-01-11,2019,January,Prod273,"Own Brand",3862,28
2019-01-11,2019,January,Prod274,"Own Brand",4671,22
2019-01-02,2019,January,Prod275,"Own Brand",15267,48
2019-01-23,2019,January,Prod276,"Own Brand",5430,26
2019-01-11,2019,January,Prod278,"Distribution",18095,50
2019-01-15,2019,January,Prod279,"Distribution",23053,66
2019-07-05,2019,July,Prod005,"Own Brand",79792,86
2019-07-15,2019,July,Prod011,"Own Brand",611,1
2019-07-12,2019,July,Prod016,"Own Brand",285352,268
2019-07-22,2019,July,Prod018,"Own Brand",788405,368
2019-07-08,2019,July,Prod024,"Distribution",1318443,532
2019-07-01,2019,July,Prod025,"Distribution",145788,42
2019-07-19,2019,July,Prod030,"Distribution",315231,168
2019-07-03,2019,July,Prod039,"Own Brand",18171,9
2019-07-05,2019,July,Prod040,"Own Brand",617965,452
2019-07-15,2019,July,Prod041,"Own Brand",280259,213
2019-07-12,2019,July,Prod042,"Own Brand",62074,39
2019-07-10,2019,July,Prod043,"Own Brand",31542,40
2019-07-08,2019,July,Prod044,"Own Brand",521028,246
2019-07-15,2019,July,Prod045,"Own Brand",37584,20
2019-07-18,2019,July,Prod046,"Own Brand",431,1
2019-07-09,2019,July,Prod047,"Own Brand",186953,169
