year,month,product_code,product_type,revenue
2018,June,Prod139,"Own Brand",-57.3
2018,June,Prod242,"Own Brand",-58
2018,June,Prod264,"Distribution",-118.2
2018,June,Prod081,"Own Brand",-152.1
2018,June,Prod277,"Own Brand",-154.4
2018,June,Prod118,"Distribution",-203.8
2018,June,Prod136,"Own Brand",-270.2
2018,June,Prod268,"Own Brand",-324
2018,June,Prod137,"Own Brand",-403.3
2018,June,Prod207,"Distribution",-499.3
2018,June,Prod017,"Own Brand",-566.1
2018,June,Prod002,"Own Brand",-789.4
2018,June,Prod176,"Distribution",-794.4
2018,June,Prod245,"Own Brand",-1000.5
2018,June,Prod128,"Distribution",-1029.6
2018,June,Prod148,"Own Brand",-1363.9
2018,June,Prod088,"Own Brand",-1460.6
2018,June,Prod130,"Distribution",-1557.4
2018,June,Prod067,"Distribution",-1855.6
2018,June,Prod089,"Own Brand",-1937.1
2018,June,Prod172,"Own Brand",-2333.4
2018,June,Prod166,"Own Brand",-2537.5
2018,June,Prod193,"Own Brand",-2898.3
2018,June,Prod133,"Own Brand",-2928
2018,June,Prod249,"Distribution",-2978.6
2018,June,Prod119,"Distribution",-2996.2
2018,June,Prod258,"Own Brand",-4282.2
2018,June,Prod114,"Distribution",-4742.1
2018,June,Prod241,"Own Brand",-6119.7
2018,June,Prod016,"Own Brand",-7468.5
2018,June,Prod204,"Distribution",-9012.9
2018,June,Prod062,"Own Brand",-11201.5
2018,June,Prod045,"Own Brand",-11273.7
2018,June,Prod206,"Distribution",-12057
2018,June,Prod212,"Own Brand",-12377.7
2018,June,Prod239,"Own Brand",-14237.5
2018,June,Prod123,"Own Brand",-14782.4
2018,June,Prod110,"Distribution",-16190.2
2018,June,Prod065,"Own Brand",-17259.7
2018,June,Prod178,"Own Brand",-17694.6
2018,June,Prod042,"Own Brand",-17945.5
2018,June,Prod099,"Own Brand",-22780.4
2018,June,Prod049,"Own Brand",-28850
2018,June,Prod068,"Distribution",-29688.8
2018,June,Prod169,"Own Brand",-32189
2018,June,Prod040,"Own Brand",-32364.6
2018,June,Prod220,"Distribution",-33008.3
2018,June,Prod216,"Own Brand",-40718.5
2018,June,Prod102,"Own Brand",-42761.6
2018,June,Prod101,"Own Brand",-45393.6
2018,June,Prod024,"Distribution",-97275.1
2018,March,Prod049,"Own Brand",355992.3
2018,March,Prod040,"Own Brand",313440.6
2018,March,Prod090,"Own Brand",102557.3
2018,March,Prod099,"Own Brand",86750.3
2018,March,Prod102,"Own Brand",66454.8
2018,March,Prod065,"Own Brand",49643.6
2018,March,Prod164,"Own Brand",49544.6
2018,March,Prod214,"Own Brand",41201.3
2018,March,Prod060,"Own Brand",37255.4
2018,March,Prod053,"Own Brand",34710.6
2018,March,Prod105,"Own Brand",32886
2018,March,Prod252,"Distribution",29554.1
2018,March,Prod123,"Own Brand",26757
2018,March,Prod159,"Distribution",25686.2
2018,March,Prod096,"Own Brand",23352.2
2018,March,Prod057,"Own Brand",21163.2
2018,March,Prod210,"Own Brand",20772.3
2018,March,Prod232,"Own Brand",18046.6
2018,March,Prod106,"Own Brand",17137.3
2018,March,Prod221,"Distribution",14874.2
2018,March,Prod117,"Distribution",14168.5
2018,March,Prod245,"Own Brand",13700.1
2018,March,Prod113,"Distribution",11512
2018,March,Prod215,"Own Brand",11356.2
2018,March,Prod238,"Own Brand",10269.6
2018,March,Prod236,"Distribution",10043.9
2018,March,Prod209,"Own Brand",10007.6
2018,March,Prod026,"Distribution",9903
2018,March,Prod101,"Own Brand",8742.2
2018,March,Prod129,"Distribution",8365.8
2018,March,Prod246,"Own Brand",7613.1
2018,March,Prod160,"Distribution",7047.1
2018,March,Prod260,"Own Brand",5836.5
2018,March,Prod204,"Distribution",5755.1
2018,March,Prod267,"Distribution",5422.2
2018,March,Prod116,"Distribution",4856.3
2018,March,Prod212,"Own Brand",4827.7
2018,March,Prod019,"Own Brand",3989.7
2018,March,Prod258,"Own Brand",3983.4
2018,March,Prod265,"Distribution",3189.6
2018,March,Prod134,"Own Brand",3155
2018,March,Prod048,"Own Brand",3030.2
2018,March,Prod186,"Own Brand",2980.6
2018,March,Prod255,"Own Brand",2419.4
2018,March,Prod263,"Distribution",2294.4
2018,March,Prod268,"Own Brand",2195.6
2018,March,Prod137,"Own Brand",2122.1
2018,March,Prod279,"Distribution",1931.6
2018,March,Prod018,"Own Brand",1802.4
2018,March,Prod095,"Own Brand",1769.8
2018,March,Prod199,"Own Brand",1548.2
2018,March,Prod098,"Own Brand",1533.2
2018,March,Prod110,"Distribution",1473.2
2018,March,Prod136,"Own Brand",1343.6
2018,March,Prod249,"Distribution",1195.9
2018,March,Prod011,"Own Brand",1106
2018,March,Prod274,"Own Brand",888.4
2018,March,Prod250,"Distribution",860.7
2018,March,Prod195,"Own Brand",811.6
2018,March,Prod273,"Own Brand",677.7
2018,March,Prod025,"Distribution",500
2018,March,Prod138,"Own Brand",478.4
2018,March,Prod128,"Distribution",476.8
2018,March,Prod119,"Distribution",418.2
2018,March,Prod276,"Own Brand",367
2018,March,Prod205,"Distribution",265.1
2018,March,Prod140,"Own Brand",236.6
2018,March,Prod177,"Distribution",159.6
2018,March,Prod275,"Own Brand",122.9
2018,March,Prod200,"Own Brand",121.2
2018,March,Prod270,"Own Brand",104.8
2018,March,Prod032,"Distribution",90.6
2018,March,Prod180,"Own Brand",89.2
2018,March,Prod079,"Own Brand",61.7
2018,March,Prod139,"Own Brand",54.2
2018,March,Prod063,"Own Brand",30
2018,March,Prod033,"Distribution",15.3
2018,March,Prod208,"Own Brand",-1
2018,March,Prod174,"Distribution",-11.6
2018,March,Prod219,"Distribution",-14.3
2018,March,Prod094,"Own Brand",-35.6
2018,March,Prod218,"Distribution",-79
2018,March,Prod207,"Distribution",-135.9
2018,March,Prod152,"Own Brand",-144.1
2018,March,Prod133,"Own Brand",-194.5
2018,March,Prod183,"Own Brand",-209.5
2018,March,Prod242,"Own Brand",-250.5
2018,March,Prod269,"Own Brand",-306.3
2018,March,Prod185,"Own Brand",-368.7
2018,March,Prod271,"Own Brand",-508.6
2018,March,Prod046,"Own Brand",-682.1
2018,March,Prod135,"Own Brand",-763.5
2018,March,Prod014,"Own Brand",-872.7
2018,March,Prod264,"Distribution",-1041.2
2018,March,Prod039,"Own Brand",-1093.1
2018,March,Prod239,"Own Brand",-1133.6
2018,March,Prod254,"Own Brand",-1149.4
2018,March,Prod122,"Own Brand",-1677.6
2018,March,Prod172,"Own Brand",-1727.9
2018,March,Prod093,"Own Brand",-1854.5
2018,March,Prod091,"Own Brand",-1859.1
2018,March,Prod173,"Distribution",-2074.1
2018,March,Prod193,"Own Brand",-2124.5
2018,March,Prod241,"Own Brand",-2579.9
2018,March,Prod278,"Distribution",-3042.3
2018,March,Prod251,"Distribution",-3661.6
2018,March,Prod104,"Own Brand",-3687.4
2018,March,Prod062,"Own Brand",-3909.4
2018,March,Prod118,"Distribution",-4260.5
2018,March,Prod114,"Distribution",-4449.9
2018,March,Prod191,"Distribution",-4465.4
2018,March,Prod176,"Distribution",-5741.4
2018,March,Prod043,"Own Brand",-5796.4
2018,March,Prod272,"Own Brand",-6432.2
2018,March,Prod089,"Own Brand",-6679.1
2018,March,Prod187,"Own Brand",-7225.2
2018,March,Prod261,"Own Brand",-7756.1
2018,March,Prod103,"Own Brand",-9779.6
2018,March,Prod092,"Own Brand",-11051.8
2018,March,Prod213,"Own Brand",-13059.5
2018,March,Prod220,"Distribution",-13501.9
2018,March,Prod042,"Own Brand",-13935.3
2018,March,Prod167,"Own Brand",-14299.2
2018,March,Prod148,"Own Brand",-14851.1
2018,March,Prod216,"Own Brand",-16227.7
2018,March,Prod126,"Own Brand",-20479.8
2018,March,Prod100,"Own Brand",-21229.5
2018,March,Prod206,"Distribution",-29772.4
2018,March,Prod166,"Own Brand",-84484.8
2018,March,Prod052,"Own Brand",-87700.1
2018,March,Prod024,"Distribution",-127149.9
2018,March,Prod169,"Own Brand",-147141
2018,May,Prod090,"Own Brand",121738.4
2018,May,Prod159,"Distribution",70074.7
2018,May,Prod167,"Own Brand",40898.7
2018,May,Prod065,"Own Brand",28512.5
2018,May,Prod049,"Own Brand",27453.8
2018,May,Prod129,"Distribution",26475.8
2018,May,Prod252,"Distribution",25734.2
2018,May,Prod053,"Own Brand",25232
2018,May,Prod123,"Own Brand",23686.7
2018,May,Prod236,"Distribution",23439.1
2018,May,Prod206,"Distribution",21740.7
2018,May,Prod215,"Own Brand",18237.4
2018,May,Prod164,"Own Brand",18000.7
2018,May,Prod209,"Own Brand",16875.4
2018,May,Prod254,"Own Brand",14291
2018,May,Prod212,"Own Brand",12956.3
2018,May,Prod133,"Own Brand",12900.2
2018,May,Prod024,"Distribution",12236.6
2018,May,Prod043,"Own Brand",11958
2018,May,Prod128,"Distribution",9224.6
2018,May,Prod232,"Own Brand",8885.1
2018,May,Prod187,"Own Brand",7730.6
2018,May,Prod239,"Own Brand",7591.9
2018,May,Prod246,"Own Brand",7571.3
2018,May,Prod046,"Own Brand",6922.4
2018,May,Prod213,"Own Brand",6775.9
2018,May,Prod186,"Own Brand",6117.2
2018,May,Prod214,"Own Brand",6070.2
2018,May,Prod010,"Own Brand",5639.4
2018,May,Prod157,"Own Brand",5024.5
2018,May,Prod122,"Own Brand",3810.1
2018,May,Prod221,"Distribution",3744.9
2018,May,Prod204,"Distribution",3726
2018,May,Prod267,"Distribution",3704.1
2018,May,Prod100,"Own Brand",3465
2018,May,Prod101,"Own Brand",3167.8
2018,May,Prod110,"Distribution",3133.9
2018,May,Prod176,"Distribution",2826.6
2018,May,Prod089,"Own Brand",2613.8
2018,May,Prod105,"Own Brand",2531.4
2018,May,Prod067,"Distribution",2311.1
2018,May,Prod278,"Distribution",2302
2018,May,Prod255,"Own Brand",2203.3
2018,May,Prod137,"Own Brand",2201.1
2018,May,Prod064,"Own Brand",2185.8
2018,May,Prod116,"Distribution",2012.7
2018,May,Prod264,"Distribution",1982.7
2018,May,Prod257,"Own Brand",1950
2018,May,Prod275,"Own Brand",1650.2
2018,May,Prod193,"Own Brand",1522.6
2018,May,Prod152,"Own Brand",1324.6
2018,May,Prod258,"Own Brand",1002.8
2018,May,Prod253,"Own Brand",860.2
2018,May,Prod269,"Own Brand",786.1
2018,May,Prod268,"Own Brand",777.5
2018,May,Prod279,"Distribution",762.4
2018,May,Prod208,"Own Brand",684.6
2018,May,Prod039,"Own Brand",526.7
2018,May,Prod217,"Own Brand",463.4
2018,May,Prod161,"Distribution",420.8
2018,May,Prod092,"Own Brand",404.9
2018,May,Prod276,"Own Brand",288.4
2018,May,Prod048,"Own Brand",246.7
2018,May,Prod185,"Own Brand",166.5
2018,May,Prod013,"Own Brand",157.4
2018,May,Prod052,"Own Brand",143.3
2018,May,Prod205,"Distribution",127.5
2018,May,Prod274,"Own Brand",103.9
2018,May,Prod273,"Own Brand",100.8
2018,May,Prod042,"Own Brand",97.7
2018,May,Prod265,"Distribution",66.9
2018,May,Prod172,"Own Brand",37.4
2018,May,Prod242,"Own Brand",36.7
2018,May,Prod111,"Distribution",24
2018,May,Prod115,"Distribution",22.3
2018,May,Prod178,"Own Brand",6.7
2018,May,Prod068,"Distribution",0
2018,May,Prod182,"Own Brand",-17.1
2018,May,Prod063,"Own Brand",-23.7
2018,May,Prod130,"Distribution",-53.4
2018,May,Prod082,"Own Brand",-90.4
2018,May,Prod219,"Distribution",-103.1
2018,May,Prod259,"Own Brand",-124.5
2018,May,Prod140,"Own Brand",-128.2
2018,May,Prod249,"Distribution",-133
2018,May,Prod066,"Distribution",-193.4
2018,May,Prod148,"Own Brand",-229.8
2018,May,Prod272,"Own Brand",-246.4
2018,May,Prod139,"Own Brand",-262.3
2018,May,Prod015,"Own Brand",-277.1
2018,May,Prod136,"Own Brand",-322.4
2018,May,Prod138,"Own Brand",-353.2
2018,May,Prod238,"Own Brand",-447.8
2018,May,Prod248,"Distribution",-498.4
2018,May,Prod263,"Distribution",-752.1
2018,May,Prod218,"Distribution",-847.6
2018,May,Prod077,"Distribution",-886.2
2018,May,Prod166,"Own Brand",-920.3
2018,May,Prod088,"Own Brand",-1192.3
2018,May,Prod270,"Own Brand",-1224.2
2018,May,Prod098,"Own Brand",-1391.9
2018,May,Prod134,"Own Brand",-1692.3
2018,May,Prod032,"Distribution",-1871.8
2018,May,Prod103,"Own Brand",-1928.1
2018,May,Prod241,"Own Brand",-2409.4
2018,May,Prod126,"Own Brand",-2816.3
2018,May,Prod091,"Own Brand",-2824.6
2018,May,Prod160,"Distribution",-2893.7
2018,May,Prod011,"Own Brand",-3024.1
2018,May,Prod207,"Distribution",-3203.4
2018,May,Prod210,"Own Brand",-3245.6
2018,May,Prod025,"Distribution",-3366.7
2018,May,Prod119,"Distribution",-3516
2018,May,Prod250,"Distribution",-3606.1
2018,May,Prod114,"Distribution",-4137.1
2018,May,Prod118,"Distribution",-4382.4
2018,May,Prod033,"Distribution",-4416.1
2018,May,Prod135,"Own Brand",-4438.2
2018,May,Prod113,"Distribution",-6339.6
2018,May,Prod251,"Distribution",-6352.5
2018,May,Prod087,"Own Brand",-6519.2
2018,May,Prod117,"Distribution",-6964.5
2018,May,Prod260,"Own Brand",-6988.8
2018,May,Prod093,"Own Brand",-10180
2018,May,Prod095,"Own Brand",-11318.2
2018,May,Prod060,"Own Brand",-11390.8
2018,May,Prod216,"Own Brand",-11592
2018,May,Prod057,"Own Brand",-12541.7
2018,May,Prod271,"Own Brand",-13581.1
2018,May,Prod062,"Own Brand",-15337.6
2018,May,Prod220,"Distribution",-15895.3
2018,May,Prod017,"Own Brand",-18293.6
2018,May,Prod040,"Own Brand",-21943.7
2018,May,Prod245,"Own Brand",-24911.2
2018,May,Prod102,"Own Brand",-29392.1
2018,May,Prod261,"Own Brand",-29621.7
2018,May,Prod099,"Own Brand",-29808.3
2018,May,Prod018,"Own Brand",-35122
2018,May,Prod169,"Own Brand",-41665.1
2018,May,Prod106,"Own Brand",-67435.6
2018,November,Prod018,"Own Brand",81815.6
2018,November,Prod204,"Distribution",78227.2
2018,November,Prod215,"Own Brand",61398.5
2018,November,Prod159,"Distribution",55066
2018,November,Prod077,"Distribution",51556.4
2018,November,Prod123,"Own Brand",43720.8
2018,November,Prod239,"Own Brand",42391.1
2018,November,Prod212,"Own Brand",35630
2018,November,Prod206,"Distribution",35433.9
2018,November,Prod209,"Own Brand",30530.4
2018,November,Prod102,"Own Brand",27009.3
2018,November,Prod117,"Distribution",18725.2
2018,November,Prod150,"Own Brand",18720.9
2018,November,Prod053,"Own Brand",18483.6
2018,November,Prod044,"Own Brand",17611.7
2018,November,Prod241,"Own Brand",16659.9
2018,November,Prod046,"Own Brand",16409.5
2018,November,Prod160,"Distribution",16309.4
2018,November,Prod024,"Distribution",15369.3
2018,November,Prod056,"Own Brand",14735.1
2018,November,Prod216,"Own Brand",14359.8
2018,November,Prod271,"Own Brand",9195.3
2018,November,Prod221,"Distribution",8942.7
2018,November,Prod025,"Distribution",8906.5
2018,November,Prod116,"Distribution",7690.9
2018,November,Prod060,"Own Brand",7484.3
2018,November,Prod089,"Own Brand",7136.9
2018,November,Prod134,"Own Brand",6812.2
2018,November,Prod210,"Own Brand",6578.7
2018,November,Prod090,"Own Brand",6195.2
2018,November,Prod049,"Own Brand",5995.4
2018,November,Prod169,"Own Brand",5918
2018,November,Prod133,"Own Brand",5548.8
2018,November,Prod085,"Own Brand",5249.9
2018,November,Prod245,"Own Brand",5067.1
2018,November,Prod114,"Distribution",4914.6
2018,November,Prod261,"Own Brand",3712.6
2018,November,Prod051,"Own Brand",3268.8
2018,November,Prod110,"Distribution",3255.9
2018,November,Prod088,"Own Brand",2706.7
2018,November,Prod267,"Distribution",2317.8
2018,November,Prod103,"Own Brand",2311.2
2018,November,Prod011,"Own Brand",1963.2
2018,November,Prod098,"Own Brand",1664.8
2018,November,Prod276,"Own Brand",1302.2
2018,November,Prod257,"Own Brand",1227.7
2018,November,Prod205,"Distribution",1101.3
2018,November,Prod207,"Distribution",1078.4
2018,November,Prod208,"Own Brand",756.6
2018,November,Prod260,"Own Brand",696.6
2018,November,Prod278,"Distribution",552
2018,November,Prod149,"Own Brand",516.9
2018,November,Prod269,"Own Brand",501.6
2018,November,Prod264,"Distribution",473.4
2018,November,Prod135,"Own Brand",456
2018,November,Prod265,"Distribution",449.7
2018,November,Prod100,"Own Brand",404.5
2018,November,Prod270,"Own Brand",355.6
2018,November,Prod218,"Distribution",277.7
2018,November,Prod043,"Own Brand",214.3
2018,November,Prod273,"Own Brand",213.9
2018,November,Prod009,"Own Brand",181.9
2018,November,Prod048,"Own Brand",169.6
2018,November,Prod164,"Own Brand",142.7
2018,November,Prod259,"Own Brand",111.5
2018,November,Prod104,"Own Brand",58.1
2018,November,Prod274,"Own Brand",52.7
2018,November,Prod005,"Own Brand",11
2018,November,Prod139,"Own Brand",5.6
2018,November,Prod140,"Own Brand",2.5
2018,November,Prod219,"Distribution",-3
2018,November,Prod263,"Distribution",-6.2
2018,November,Prod170,"Own Brand",-12.1
2018,November,Prod185,"Own Brand",-41.3
2018,November,Prod220,"Distribution",-49
2018,November,Prod279,"Distribution",-108.4
2018,November,Prod258,"Own Brand",-110.2
2018,November,Prod152,"Own Brand",-135.9
2018,November,Prod272,"Own Brand",-180.2
2018,November,Prod148,"Own Brand",-241.6
2018,November,Prod042,"Own Brand",-364.9
2018,November,Prod199,"Own Brand",-521.4
2018,November,Prod057,"Own Brand",-563.4
2018,November,Prod253,"Own Brand",-794.7
2018,November,Prod213,"Own Brand",-825
2018,November,Prod137,"Own Brand",-1128.2
2018,November,Prod021,"Own Brand",-1212.3
2018,November,Prod242,"Own Brand",-1239.7
2018,November,Prod249,"Distribution",-1592
2018,November,Prod162,"Distribution",-1669.8
2018,November,Prod268,"Own Brand",-1695.9
2018,November,Prod255,"Own Brand",-1805
2018,November,Prod251,"Distribution",-1811
2018,November,Prod122,"Own Brand",-1847.1
2018,November,Prod157,"Own Brand",-1847.2
2018,November,Prod065,"Own Brand",-1892.2
2018,November,Prod254,"Own Brand",-1943.1
2018,November,Prod062,"Own Brand",-2019.8
2018,November,Prod250,"Distribution",-2288.7
2018,November,Prod158,"Distribution",-2298.2
2018,November,Prod275,"Own Brand",-2526.8
2018,November,Prod118,"Distribution",-2559.9
2018,November,Prod238,"Own Brand",-2642.6
2018,November,Prod093,"Own Brand",-2786.3
2018,November,Prod119,"Distribution",-2901.9
2018,November,Prod113,"Distribution",-4241.3
2018,November,Prod128,"Distribution",-4587.2
2018,November,Prod129,"Distribution",-4850.9
2018,November,Prod232,"Own Brand",-4926
2018,November,Prod091,"Own Brand",-7614.9
2018,November,Prod161,"Distribution",-7898.5
2018,November,Prod246,"Own Brand",-8377.9
2018,November,Prod166,"Own Brand",-8963.2
2018,November,Prod052,"Own Brand",-9679.9
2018,November,Prod126,"Own Brand",-9718.9
2018,November,Prod120,"Distribution",-10257.1
2018,November,Prod176,"Distribution",-10511.3
2018,November,Prod033,"Distribution",-11654.8
2018,November,Prod236,"Distribution",-13483.7
2018,November,Prod252,"Distribution",-16024.7
2018,November,Prod106,"Own Brand",-16701.6
2018,November,Prod131,"Distribution",-21543.2
2018,November,Prod167,"Own Brand",-25477
2018,November,Prod214,"Own Brand",-28701.3
2018,November,Prod040,"Own Brand",-48825.9
2018,October,Prod024,"Distribution",69209.3
2018,October,Prod245,"Own Brand",60046.4
2018,October,Prod090,"Own Brand",55764.7
2018,October,Prod057,"Own Brand",46610.8
2018,October,Prod129,"Distribution",43995.2
2018,October,Prod212,"Own Brand",37335.1
2018,October,Prod216,"Own Brand",31102.6
2018,October,Prod018,"Own Brand",30807.4
2018,October,Prod166,"Own Brand",30136.6
2018,October,Prod210,"Own Brand",29669.3
2018,October,Prod159,"Distribution",23305.9
2018,October,Prod206,"Distribution",20900.9
2018,October,Prod131,"Distribution",20640.7
2018,October,Prod040,"Own Brand",19493.2
2018,October,Prod053,"Own Brand",18223.5
2018,October,Prod102,"Own Brand",17482.2
2018,October,Prod120,"Distribution",16206.1
2018,October,Prod254,"Own Brand",15538.4
2018,October,Prod221,"Distribution",15532.7
2018,October,Prod236,"Distribution",15259.3
2018,October,Prod126,"Own Brand",14093.6
2018,October,Prod252,"Distribution",12581.7
2018,October,Prod106,"Own Brand",9664.9
2018,October,Prod214,"Own Brand",8532.7
2018,October,Prod251,"Distribution",7979.9
2018,October,Prod065,"Own Brand",7938.5
2018,October,Prod049,"Own Brand",7445.8
2018,October,Prod213,"Own Brand",7296.7
2018,October,Prod056,"Own Brand",6278.4
2018,October,Prod113,"Distribution",5972.9
2018,October,Prod122,"Own Brand",5790.4
2018,October,Prod241,"Own Brand",5730.3
2018,October,Prod117,"Distribution",5282.2
2018,October,Prod051,"Own Brand",4530.6
2018,October,Prod134,"Own Brand",4084.1
2018,October,Prod161,"Distribution",3988.1
2018,October,Prod043,"Own Brand",3812.2
2018,October,Prod204,"Distribution",3592.8
2018,October,Prod279,"Distribution",3328.7
2018,October,Prod176,"Distribution",3003.2
2018,October,Prod150,"Own Brand",2529.9
2018,October,Prod042,"Own Brand",2323.4
2018,October,Prod250,"Distribution",2147.3
2018,October,Prod007,"Own Brand",1927.6
2018,October,Prod114,"Distribution",1775.5
2018,October,Prod162,"Distribution",1732.2
2018,October,Prod116,"Distribution",1623.7
2018,October,Prod110,"Distribution",1324.3
2018,October,Prod099,"Own Brand",1121.3
2018,October,Prod046,"Own Brand",1111.6
2018,October,Prod160,"Distribution",1108.5
2018,October,Prod263,"Distribution",1066.4
2018,October,Prod264,"Distribution",943
2018,October,Prod274,"Own Brand",881.5
2018,October,Prod255,"Own Brand",818
2018,October,Prod276,"Own Brand",767.8
2018,October,Prod135,"Own Brand",692.5
2018,October,Prod267,"Distribution",664.4
2018,October,Prod270,"Own Brand",579.4
2018,October,Prod096,"Own Brand",496.5
2018,October,Prod265,"Distribution",493.1
2018,October,Prod259,"Own Brand",458.3
2018,October,Prod189,"Distribution",394.4
2018,October,Prod207,"Distribution",283
2018,October,Prod088,"Own Brand",193.3
2018,October,Prod119,"Distribution",167.5
2018,October,Prod156,"Own Brand",65.1
2018,October,Prod139,"Own Brand",36.7
2018,October,Prod273,"Own Brand",36.7
2018,October,Prod219,"Distribution",19.3
2018,October,Prod195,"Own Brand",5.5
2018,October,Prod093,"Own Brand",-1.3
2018,October,Prod048,"Own Brand",-5.1
2018,October,Prod185,"Own Brand",-20.5
2018,October,Prod192,"Distribution",-33
2018,October,Prod063,"Own Brand",-34.4
2018,October,Prod100,"Own Brand",-44.7
2018,October,Prod187,"Own Brand",-72
2018,October,Prod152,"Own Brand",-73.3
2018,October,Prod218,"Distribution",-104.1
2018,October,Prod275,"Own Brand",-135.1
2018,October,Prod011,"Own Brand",-212.4
2018,October,Prod199,"Own Brand",-260.8
2018,October,Prod137,"Own Brand",-313.1
2018,October,Prod105,"Own Brand",-362
2018,October,Prod091,"Own Brand",-372.1
2018,October,Prod278,"Distribution",-398.1
2018,October,Prod208,"Own Brand",-401.9
2018,October,Prod269,"Own Brand",-413.5
2018,October,Prod095,"Own Brand",-426.7
2018,October,Prod148,"Own Brand",-480.8
2018,October,Prod140,"Own Brand",-489.3
2018,October,Prod170,"Own Brand",-509
2018,October,Prod242,"Own Brand",-556.9
2018,October,Prod092,"Own Brand",-571.3
2018,October,Prod138,"Own Brand",-591.2
2018,October,Prod031,"Distribution",-591.6
2018,October,Prod205,"Distribution",-1069.3
2018,October,Prod103,"Own Brand",-1190.4
2018,October,Prod098,"Own Brand",-1262.8
2018,October,Prod215,"Own Brand",-1788.9
2018,October,Prod271,"Own Brand",-2029.6
2018,October,Prod249,"Distribution",-2162.1
2018,October,Prod118,"Distribution",-2200
2018,October,Prod272,"Own Brand",-2568.2
2018,October,Prod258,"Own Brand",-3090.6
2018,October,Prod257,"Own Brand",-3274.2
2018,October,Prod261,"Own Brand",-3299.3
2018,October,Prod089,"Own Brand",-3707.8
2018,October,Prod060,"Own Brand",-5172.5
2018,October,Prod128,"Distribution",-5387.8
2018,October,Prod246,"Own Brand",-5809.4
2018,October,Prod268,"Own Brand",-6043.3
2018,October,Prod238,"Own Brand",-6921.1
2018,October,Prod260,"Own Brand",-7149.9
2018,October,Prod232,"Own Brand",-8717.1
2018,October,Prod062,"Own Brand",-10468.5
2018,October,Prod123,"Own Brand",-10654.2
2018,October,Prod133,"Own Brand",-14613.8
2018,October,Prod149,"Own Brand",-15251.8
2018,October,Prod022,"Distribution",-16150.1
2018,October,Prod167,"Own Brand",-16553.5
2018,October,Prod239,"Own Brand",-17022.2
2018,October,Prod220,"Distribution",-20166.7
2018,October,Prod209,"Own Brand",-22963.8
2018,October,Prod087,"Own Brand",-25351.8
2018,October,Prod052,"Own Brand",-35013.7
2018,October,Prod025,"Distribution",-38093.2
2018,September,Prod167,"Own Brand",96348.8
2018,September,Prod043,"Own Brand",66128.8
2018,September,Prod160,"Distribution",53532
2018,September,Prod149,"Own Brand",46188.1
2018,September,Prod216,"Own Brand",43429.2
2018,September,Prod053,"Own Brand",34909.1
2018,September,Prod065,"Own Brand",34623.3
2018,September,Prod209,"Own Brand",34407.1
2018,September,Prod166,"Own Brand",34073.7
2018,September,Prod090,"Own Brand",30945
2018,September,Prod106,"Own Brand",28233.8
2018,September,Prod123,"Own Brand",21805.1
2018,September,Prod159,"Distribution",18466.9
2018,September,Prod052,"Own Brand",17542.4
2018,September,Prod024,"Distribution",16508.8
2018,September,Prod049,"Own Brand",15626.7
2018,September,Prod060,"Own Brand",11037.9
2018,September,Prod102,"Own Brand",9869.6
2018,September,Prod267,"Distribution",9476.3
2018,September,Prod057,"Own Brand",9157
2018,September,Prod051,"Own Brand",9129.4
2018,September,Prod220,"Distribution",8548.4
2018,September,Prod118,"Distribution",8186.3
2018,September,Prod133,"Own Brand",7521.4
2018,September,Prod245,"Own Brand",7252.6
2018,September,Prod204,"Distribution",7118.5
2018,September,Prod221,"Distribution",7024.5
2018,September,Prod033,"Distribution",6676.4
2018,September,Prod025,"Distribution",5660.9
2018,September,Prod148,"Own Brand",5187.4
2018,September,Prod046,"Own Brand",4931.3
2018,September,Prod056,"Own Brand",4075.4
2018,September,Prod113,"Distribution",3969.9
2018,September,Prod122,"Own Brand",3853.7
2018,September,Prod251,"Distribution",3801.5
2018,September,Prod176,"Distribution",3533.2
2018,September,Prod242,"Own Brand",3476.8
2018,September,Prod253,"Own Brand",3285.1
2018,September,Prod258,"Own Brand",2949.3
2018,September,Prod134,"Own Brand",2860.4
2018,September,Prod241,"Own Brand",2849.4
2018,September,Prod135,"Own Brand",2778.4
2018,September,Prod249,"Distribution",2636.3
2018,September,Prod279,"Distribution",2062.5
2018,September,Prod274,"Own Brand",2008.1
2018,September,Prod268,"Own Brand",1730.5
2018,September,Prod276,"Own Brand",1581.7
2018,September,Prod178,"Own Brand",1444.6
2018,September,Prod278,"Distribution",1352
2018,September,Prod195,"Own Brand",1297.9
2018,September,Prod062,"Own Brand",1246.2
2018,September,Prod213,"Own Brand",924.5
2018,September,Prod218,"Distribution",816.5
2018,September,Prod092,"Own Brand",737.2
2018,September,Prod275,"Own Brand",719.7
2018,September,Prod264,"Distribution",542.8
2018,September,Prod119,"Distribution",521.1
2018,September,Prod207,"Distribution",493
2018,September,Prod063,"Own Brand",477.7
2018,September,Prod137,"Own Brand",462.4
2018,September,Prod208,"Own Brand",439.2
2018,September,Prod263,"Distribution",342.8
2018,September,Prod117,"Distribution",320.4
2018,September,Prod138,"Own Brand",308
2018,September,Prod269,"Own Brand",303.8
2018,September,Prod131,"Distribution",292.8
2018,September,Prod139,"Own Brand",272.6
2018,September,Prod110,"Distribution",142.5
2018,September,Prod152,"Own Brand",136.2
2018,September,Prod034,"Own Brand",123.1
